IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
162.158.50.49,4,4,0.00,378.97,0.00,N/A
162.158.42.13,4,4,0.00,400.67,0.00,N/A
198.41.184.57,4,4,0.00,411.21,0.00,N/A
104.25.220.237,4,4,0.00,444.32,0.00,N/A
104.24.236.71,4,4,0.00,444.86,0.00,N/A
104.27.58.125,4,4,0.00,465.30,0.00,N/A
104.25.48.146,4,4,0.00,477.34,0.00,N/A
104.25.222.107,4,4,0.00,478.35,0.00,N/A
104.25.231.58,4,4,0.00,505.91,0.00,N/A
104.25.228.37,4,4,0.00,518.58,0.00,N/A
104.26.87.102,4,4,0.00,907.56,0.00,N/A
104.26.88.185,4,4,0.00,970.38,0.00,N/A
104.22.98.234,4,3,0.25,0.26,0.00,N/A
172.67.238.22,4,3,0.25,0.80,0.00,N/A
104.23.252.235,4,3,0.25,1.51,0.00,N/A
104.23.251.74,4,3,0.25,1.54,0.00,N/A
104.23.30.114,4,3,0.25,1.70,0.00,N/A
104.20.26.129,4,3,0.25,1.72,0.00,N/A
104.30.25.69,4,3,0.25,2.63,0.00,N/A
104.16.52.112,4,3,0.25,3.50,0.00,N/A
104.16.172.188,4,3,0.25,3.84,0.00,N/A
104.16.186.125,4,3,0.25,3.97,0.00,N/A
104.17.204.175,4,3,0.25,4.10,0.00,N/A
104.23.246.148,4,3,0.25,4.37,0.00,N/A
104.16.136.253,4,3,0.25,4.93,0.00,N/A
104.16.111.26,4,3,0.25,5.48,0.00,N/A
104.16.75.44,4,3,0.25,5.60,0.00,N/A
172.67.236.177,4,3,0.25,5.68,0.00,N/A
104.16.143.24,4,3,0.25,6.31,0.00,N/A
104.16.193.191,4,3,0.25,6.44,0.00,N/A
172.65.47.153,4,3,0.25,6.51,0.00,N/A
104.29.204.209,4,3,0.25,6.80,0.00,N/A
104.16.20.122,4,3,0.25,7.17,0.00,N/A
104.16.21.154,4,3,0.25,7.18,0.00,N/A
104.16.192.77,4,3,0.25,7.60,0.00,N/A
104.22.33.11,4,3,0.25,7.96,0.00,N/A
104.16.180.104,4,3,0.25,8.58,0.00,N/A
104.16.187.129,4,3,0.25,8.81,0.00,N/A
104.24.134.1,4,3,0.25,9.01,0.00,N/A
104.19.56.101,4,3,0.25,9.01,0.00,N/A
104.23.53.39,4,3,0.25,9.14,0.00,N/A
172.65.125.43,4,3,0.25,9.25,0.00,N/A
104.24.45.129,4,3,0.25,9.68,0.00,N/A
104.31.86.58,4,3,0.25,9.95,0.00,N/A
104.16.212.230,4,3,0.25,10.15,0.00,N/A
104.31.145.149,4,3,0.25,10.28,0.00,N/A
104.21.111.122,4,3,0.25,10.35,0.00,N/A
104.17.95.124,4,3,0.25,10.50,0.00,N/A
104.17.38.196,4,3,0.25,10.75,0.00,N/A
104.16.107.121,4,3,0.25,10.94,0.00,N/A
104.29.114.146,4,3,0.25,11.04,0.00,N/A
104.20.147.125,4,3,0.25,11.70,0.00,N/A
104.21.221.67,4,3,0.25,12.06,0.00,N/A
104.23.241.236,4,3,0.25,12.20,0.00,N/A
104.22.107.213,4,3,0.25,12.28,0.00,N/A
104.29.237.157,4,3,0.25,12.31,0.00,N/A
104.17.26.103,4,3,0.25,12.57,0.00,N/A
104.30.173.100,4,3,0.25,13.14,0.00,N/A
104.30.21.59,4,3,0.25,13.33,0.00,N/A
172.67.233.15,4,3,0.25,13.43,0.00,N/A
172.67.224.194,4,3,0.25,14.12,0.00,N/A
172.67.225.13,4,3,0.25,14.15,0.00,N/A
104.29.203.42,4,3,0.25,14.31,0.00,N/A
104.23.52.231,4,3,0.25,14.75,0.00,N/A
104.17.250.110,4,3,0.25,15.15,0.00,N/A
162.159.174.116,4,3,0.25,15.46,0.00,N/A
104.16.24.91,4,3,0.25,15.57,0.00,N/A
104.17.151.5,4,3,0.25,15.82,0.00,N/A
172.67.6.237,4,3,0.25,15.86,0.00,N/A
172.66.52.161,4,3,0.25,16.01,0.00,N/A
104.16.26.223,4,3,0.25,16.08,0.00,N/A
104.27.207.157,4,3,0.25,16.23,0.00,N/A
104.22.174.49,4,3,0.25,16.28,0.00,N/A
104.21.245.195,4,3,0.25,16.29,0.00,N/A
104.23.29.81,4,3,0.25,16.36,0.00,N/A
104.23.48.55,4,3,0.25,16.61,0.00,N/A
104.29.128.75,4,3,0.25,16.70,0.00,N/A
104.17.101.68,4,3,0.25,17.08,0.00,N/A
104.19.55.142,4,3,0.25,17.22,0.00,N/A
172.67.63.35,4,3,0.25,17.27,0.00,N/A
172.67.36.78,4,3,0.25,17.44,0.00,N/A
104.23.98.185,4,3,0.25,17.49,0.00,N/A
172.67.213.178,4,3,0.25,17.72,0.00,N/A
104.29.125.41,4,3,0.25,18.22,0.00,N/A
104.16.30.163,4,3,0.25,18.23,0.00,N/A
104.20.29.191,4,3,0.25,18.44,0.00,N/A
104.17.217.240,4,3,0.25,18.57,0.00,N/A
162.159.132.108,4,3,0.25,18.57,0.00,N/A
172.66.28.103,4,3,0.25,18.71,0.00,N/A
172.67.2.92,4,3,0.25,18.73,0.00,N/A
104.17.29.5,4,3,0.25,19.27,0.00,N/A
162.159.113.81,4,3,0.25,19.42,0.00,N/A
104.21.185.168,4,3,0.25,19.46,0.00,N/A
104.18.6.171,4,3,0.25,19.56,0.00,N/A
172.65.87.140,4,3,0.25,19.61,0.00,N/A
172.66.92.67,4,3,0.25,19.71,0.00,N/A
104.20.66.191,4,3,0.25,19.75,0.00,N/A
104.24.205.146,4,3,0.25,19.81,0.00,N/A
104.17.31.131,4,3,0.25,20.05,0.00,N/A
104.16.25.235,4,3,0.25,20.30,0.00,N/A
104.23.204.75,4,3,0.25,20.57,0.00,N/A
104.22.139.221,4,3,0.25,20.88,0.00,N/A
162.159.46.178,4,3,0.25,20.89,0.00,N/A
104.19.127.189,4,3,0.25,21.12,0.00,N/A
162.159.124.10,4,3,0.25,21.35,0.00,N/A
104.16.161.232,4,3,0.25,21.43,0.00,N/A
104.29.174.124,4,3,0.25,21.61,0.00,N/A
104.21.52.86,4,3,0.25,21.99,0.00,N/A
162.159.170.195,4,3,0.25,22.03,0.00,N/A
104.29.192.155,4,3,0.25,22.10,0.00,N/A
104.24.110.83,4,3,0.25,22.15,0.00,N/A
104.29.113.11,4,3,0.25,22.51,0.00,N/A
104.16.108.102,4,3,0.25,22.54,0.00,N/A
104.21.162.125,4,3,0.25,22.79,0.00,N/A
172.66.110.108,4,3,0.25,23.15,0.00,N/A
104.17.147.65,4,3,0.25,23.18,0.00,N/A
104.17.16.7,4,3,0.25,23.26,0.00,N/A
104.29.121.92,4,3,0.25,23.47,0.00,N/A
104.21.226.138,4,3,0.25,23.50,0.00,N/A
104.16.2.250,4,3,0.25,23.93,0.00,N/A
104.30.165.247,4,3,0.25,23.95,0.00,N/A
104.29.30.209,4,3,0.25,23.97,0.00,N/A
104.30.22.179,4,3,0.25,24.08,0.00,N/A
104.30.16.62,4,3,0.25,24.10,0.00,N/A
104.29.211.166,4,3,0.25,24.57,0.00,N/A
172.67.25.118,4,3,0.25,24.57,0.00,N/A
104.21.22.169,4,3,0.25,24.84,0.00,N/A
104.29.176.110,4,3,0.25,25.00,0.00,N/A
104.17.20.92,4,3,0.25,25.06,0.00,N/A
172.66.97.216,4,3,0.25,25.28,0.00,N/A
172.65.151.151,4,3,0.25,26.31,0.00,N/A
104.16.14.179,4,3,0.25,26.42,0.00,N/A
104.19.168.65,4,3,0.25,27.24,0.00,N/A
172.65.49.72,4,3,0.25,27.30,0.00,N/A
104.22.30.253,4,3,0.25,27.49,0.00,N/A
104.22.32.239,4,3,0.25,27.50,0.00,N/A
162.158.255.8,4,3,0.25,27.80,0.00,N/A
104.24.66.114,4,3,0.25,27.84,0.00,N/A
104.29.154.17,4,3,0.25,28.01,0.00,N/A
172.64.237.145,4,3,0.25,28.03,0.00,N/A
104.17.54.127,4,3,0.25,28.25,0.00,N/A
172.65.227.184,4,3,0.25,28.34,0.00,N/A
104.23.105.104,4,3,0.25,28.34,0.00,N/A
104.16.224.205,4,3,0.25,28.60,0.00,N/A
104.29.172.176,4,3,0.25,28.90,0.00,N/A
104.29.195.244,4,3,0.25,28.94,0.00,N/A
172.66.123.106,4,3,0.25,28.94,0.00,N/A
104.21.223.212,4,3,0.25,29.01,0.00,N/A
104.24.130.177,4,3,0.25,29.15,0.00,N/A
104.24.135.195,4,3,0.25,29.33,0.00,N/A
104.16.117.49,4,3,0.25,29.41,0.00,N/A
104.25.82.241,4,3,0.25,29.46,0.00,N/A
104.16.232.209,4,3,0.25,29.46,0.00,N/A
172.65.52.179,4,3,0.25,29.49,0.00,N/A
104.21.156.210,4,3,0.25,29.58,0.00,N/A
104.29.246.221,4,3,0.25,29.68,0.00,N/A
162.159.105.28,4,3,0.25,30.11,0.00,N/A
162.159.157.69,4,3,0.25,30.22,0.00,N/A
104.20.90.179,4,3,0.25,30.66,0.00,N/A
104.16.53.43,4,3,0.25,30.91,0.00,N/A
104.19.208.93,4,3,0.25,30.94,0.00,N/A
104.19.150.136,4,3,0.25,30.98,0.00,N/A
162.159.180.125,4,3,0.25,30.99,0.00,N/A
104.16.6.117,4,3,0.25,31.19,0.00,N/A
172.66.104.193,4,3,0.25,31.23,0.00,N/A
104.21.104.235,4,3,0.25,31.38,0.00,N/A
104.18.99.4,4,3,0.25,31.56,0.00,N/A
104.18.25.18,4,3,0.25,31.57,0.00,N/A
104.17.193.1,4,3,0.25,31.87,0.00,N/A
104.17.181.123,4,3,0.25,31.90,0.00,N/A
172.66.213.52,4,3,0.25,32.36,0.00,N/A
104.29.63.29,4,3,0.25,32.43,0.00,N/A
104.21.110.182,4,3,0.25,32.73,0.00,N/A
104.19.104.204,4,3,0.25,32.75,0.00,N/A
104.16.55.228,4,3,0.25,33.06,0.00,N/A
172.65.146.56,4,3,0.25,33.12,0.00,N/A
104.29.191.1,4,3,0.25,33.29,0.00,N/A
162.159.198.48,4,3,0.25,33.43,0.00,N/A
172.66.206.243,4,3,0.25,33.57,0.00,N/A
104.23.16.13,4,3,0.25,33.85,0.00,N/A
104.28.239.172,4,3,0.25,33.99,0.00,N/A
104.22.109.62,4,3,0.25,34.41,0.00,N/A
162.159.179.138,4,3,0.25,34.60,0.00,N/A
104.19.2.167,4,3,0.25,34.78,0.00,N/A
172.66.194.137,4,3,0.25,34.89,0.00,N/A
104.29.80.210,4,3,0.25,35.07,0.00,N/A
104.22.93.45,4,3,0.25,35.11,0.00,N/A
162.159.222.176,4,3,0.25,35.23,0.00,N/A
104.27.168.144,4,3,0.25,35.28,0.00,N/A
172.66.105.158,4,3,0.25,35.34,0.00,N/A
104.21.165.17,4,3,0.25,35.39,0.00,N/A
104.28.202.221,4,3,0.25,35.57,0.00,N/A
162.159.220.127,4,3,0.25,35.75,0.00,N/A
172.67.112.221,4,3,0.25,35.86,0.00,N/A
104.30.100.138,4,3,0.25,35.98,0.00,N/A
104.21.180.217,4,3,0.25,36.27,0.00,N/A
104.16.122.171,4,3,0.25,36.52,0.00,N/A
162.159.141.38,4,3,0.25,36.57,0.00,N/A
104.23.91.123,4,3,0.25,36.67,0.00,N/A
104.28.246.181,4,3,0.25,36.93,0.00,N/A
104.29.148.248,4,3,0.25,37.01,0.00,N/A
172.66.215.188,4,3,0.25,37.68,0.00,N/A
104.24.137.68,4,3,0.25,37.69,0.00,N/A
104.16.120.133,4,3,0.25,37.73,0.00,N/A
104.17.60.61,4,3,0.25,37.81,0.00,N/A
104.21.163.216,4,3,0.25,37.91,0.00,N/A
104.22.66.116,4,3,0.25,38.15,0.00,N/A
104.23.117.7,4,3,0.25,38.26,0.00,N/A
104.27.218.92,4,3,0.25,38.26,0.00,N/A
162.159.133.194,4,3,0.25,38.29,0.00,N/A
172.67.77.90,4,3,0.25,38.50,0.00,N/A
162.159.123.123,4,3,0.25,38.64,0.00,N/A
104.18.208.116,4,3,0.25,38.77,0.00,N/A
104.22.112.203,4,3,0.25,38.82,0.00,N/A
162.159.239.99,4,3,0.25,38.98,0.00,N/A
104.22.111.67,4,3,0.25,39.05,0.00,N/A
104.22.77.124,4,3,0.25,39.34,0.00,N/A
172.65.163.150,4,3,0.25,39.55,0.00,N/A
172.65.160.102,4,3,0.25,39.63,0.00,N/A
104.29.41.21,4,3,0.25,39.64,0.00,N/A
172.66.173.10,4,3,0.25,39.70,0.00,N/A
172.66.103.111,4,3,0.25,39.90,0.00,N/A
172.64.240.129,4,3,0.25,39.91,0.00,N/A
162.159.202.233,4,3,0.25,40.41,0.00,N/A
162.158.247.119,4,3,0.25,41.07,0.00,N/A
104.17.57.139,4,3,0.25,41.28,0.00,N/A
104.28.37.25,4,3,0.25,41.32,0.00,N/A
104.23.152.20,4,3,0.25,41.36,0.00,N/A
104.17.134.88,4,3,0.25,41.63,0.00,N/A
104.24.62.26,4,3,0.25,41.64,0.00,N/A
172.66.90.238,4,3,0.25,41.68,0.00,N/A
104.23.114.234,4,3,0.25,41.99,0.00,N/A
172.66.56.198,4,3,0.25,42.64,0.00,N/A
104.31.8.110,4,3,0.25,42.95,0.00,N/A
104.19.82.104,4,3,0.25,43.06,0.00,N/A
162.159.233.55,4,3,0.25,43.13,0.00,N/A
162.159.252.211,4,3,0.25,43.36,0.00,N/A
104.19.89.42,4,3,0.25,43.46,0.00,N/A
162.159.153.0,4,3,0.25,43.47,0.00,N/A
104.29.238.215,4,3,0.25,43.49,0.00,N/A
104.28.129.191,4,3,0.25,44.01,0.00,N/A
172.64.157.111,4,3,0.25,44.02,0.00,N/A
172.65.61.107,4,3,0.25,44.68,0.00,N/A
172.66.19.230,4,3,0.25,44.87,0.00,N/A
104.22.119.56,4,3,0.25,45.50,0.00,N/A
104.20.200.179,4,3,0.25,45.69,0.00,N/A
104.28.204.12,4,3,0.25,45.78,0.00,N/A
104.23.119.164,4,3,0.25,45.79,0.00,N/A
104.21.53.46,4,3,0.25,46.16,0.00,N/A
172.66.18.97,4,3,0.25,47.11,0.00,N/A
104.29.70.155,4,3,0.25,47.28,0.00,N/A
172.66.144.112,4,3,0.25,47.49,0.00,N/A
162.159.218.179,4,3,0.25,47.85,0.00,N/A
104.24.5.63,4,3,0.25,47.98,0.00,N/A
104.28.68.146,4,3,0.25,48.04,0.00,N/A
104.30.11.241,4,3,0.25,48.21,0.00,N/A
104.29.14.206,4,3,0.25,48.23,0.00,N/A
104.29.16.222,4,3,0.25,48.41,0.00,N/A
104.25.164.197,4,3,0.25,48.51,0.00,N/A
104.25.163.81,4,3,0.25,48.54,0.00,N/A
104.25.84.184,4,3,0.25,48.66,0.00,N/A
104.29.92.39,4,3,0.25,48.69,0.00,N/A
104.31.166.171,4,3,0.25,48.90,0.00,N/A
104.20.75.116,4,3,0.25,49.06,0.00,N/A
104.22.110.144,4,3,0.25,49.32,0.00,N/A
172.66.195.176,4,3,0.25,49.33,0.00,N/A
104.17.177.84,4,3,0.25,49.78,0.00,N/A
104.29.105.121,4,3,0.25,49.82,0.00,N/A
104.20.144.66,4,3,0.25,50.05,0.00,N/A
104.16.236.123,4,3,0.25,50.08,0.00,N/A
162.158.225.245,4,3,0.25,50.13,0.00,N/A
104.27.190.162,4,3,0.25,50.37,0.00,N/A
104.24.139.245,4,3,0.25,50.41,0.00,N/A
104.29.119.198,4,3,0.25,50.63,0.00,N/A
104.22.113.6,4,3,0.25,50.74,0.00,N/A
172.66.11.77,4,3,0.25,50.89,0.00,N/A
104.17.55.83,4,3,0.25,51.38,0.00,N/A
172.65.149.132,4,3,0.25,52.45,0.00,N/A
104.29.84.49,4,3,0.25,52.72,0.00,N/A
104.24.63.166,4,3,0.25,53.13,0.00,N/A
162.159.213.26,4,3,0.25,53.61,0.00,N/A
104.23.196.118,4,3,0.25,53.71,0.00,N/A
104.27.219.45,4,3,0.25,53.76,0.00,N/A
172.65.212.148,4,3,0.25,53.88,0.00,N/A
172.67.221.199,4,3,0.25,54.00,0.00,N/A
172.66.50.24,4,3,0.25,54.06,0.00,N/A
104.17.58.122,4,3,0.25,54.14,0.00,N/A
172.66.51.165,4,3,0.25,54.18,0.00,N/A
104.17.2.50,4,3,0.25,54.48,0.00,N/A
172.67.52.19,4,3,0.25,54.66,0.00,N/A
172.65.120.181,4,3,0.25,54.87,0.00,N/A
104.20.135.73,4,3,0.25,55.34,0.00,N/A
104.22.151.187,4,3,0.25,55.63,0.00,N/A
104.20.169.205,4,3,0.25,55.75,0.00,N/A
104.21.49.243,4,3,0.25,56.09,0.00,N/A
172.64.189.41,4,3,0.25,56.47,0.00,N/A
172.67.230.222,4,3,0.25,56.75,0.00,N/A
104.28.212.108,4,3,0.25,56.95,0.00,N/A
172.67.227.15,4,3,0.25,57.10,0.00,N/A
104.24.138.67,4,3,0.25,57.27,0.00,N/A
104.21.41.131,4,3,0.25,57.29,0.00,N/A
104.30.9.192,4,3,0.25,57.40,0.00,N/A
162.159.6.1,4,3,0.25,57.63,0.00,N/A
104.18.31.106,4,3,0.25,57.68,0.00,N/A
172.67.54.235,4,3,0.25,57.91,0.00,N/A
172.67.155.102,4,3,0.25,58.26,0.00,N/A
172.67.78.208,4,3,0.25,58.50,0.00,N/A
104.23.191.163,4,3,0.25,58.51,0.00,N/A
104.30.160.229,4,3,0.25,58.55,0.00,N/A
172.65.250.56,4,3,0.25,58.68,0.00,N/A
172.67.156.215,4,3,0.25,58.85,0.00,N/A
104.28.52.43,4,3,0.25,58.98,0.00,N/A
104.17.137.191,4,3,0.25,59.32,0.00,N/A
172.67.26.158,4,3,0.25,59.37,0.00,N/A
104.29.22.191,4,3,0.25,59.57,0.00,N/A
162.159.130.19,4,3,0.25,59.64,0.00,N/A
104.16.175.210,4,3,0.25,59.66,0.00,N/A
162.159.84.196,4,3,0.25,59.74,0.00,N/A
104.28.5.77,4,3,0.25,59.92,0.00,N/A
162.159.44.163,4,3,0.25,60.47,0.00,N/A
162.158.239.229,4,3,0.25,60.55,0.00,N/A
172.64.79.208,4,3,0.25,60.62,0.00,N/A
104.27.234.118,4,3,0.25,60.77,0.00,N/A
162.159.33.203,4,3,0.25,61.18,0.00,N/A
162.159.32.214,4,3,0.25,61.19,0.00,N/A
172.66.186.149,4,3,0.25,61.23,0.00,N/A
104.28.199.238,4,3,0.25,61.25,0.00,N/A
104.28.45.134,4,3,0.25,61.28,0.00,N/A
104.19.19.43,4,3,0.25,61.39,0.00,N/A
104.29.93.164,4,3,0.25,61.85,0.00,N/A
162.159.49.179,4,3,0.25,62.04,0.00,N/A
172.67.7.135,4,3,0.25,62.43,0.00,N/A
172.66.136.85,4,3,0.25,62.52,0.00,N/A
172.67.86.242,4,3,0.25,62.64,0.00,N/A
104.19.66.155,4,3,0.25,62.65,0.00,N/A
172.65.223.168,4,3,0.25,62.85,0.00,N/A
104.28.78.89,4,3,0.25,63.36,0.00,N/A
104.19.12.187,4,3,0.25,63.36,0.00,N/A
104.20.67.241,4,3,0.25,63.51,0.00,N/A
172.65.83.32,4,3,0.25,63.58,0.00,N/A
104.19.13.190,4,3,0.25,63.83,0.00,N/A
172.65.190.130,4,3,0.25,63.87,0.00,N/A
172.64.229.33,4,3,0.25,64.11,0.00,N/A
172.65.228.239,4,3,0.25,64.71,0.00,N/A
104.23.43.131,4,3,0.25,64.75,0.00,N/A
104.21.34.65,4,3,0.25,64.93,0.00,N/A
162.159.215.113,4,3,0.25,65.08,0.00,N/A
172.67.249.193,4,3,0.25,65.29,0.00,N/A
162.159.199.26,4,3,0.25,65.37,0.00,N/A
104.28.145.6,4,3,0.25,65.53,0.00,N/A
104.29.48.6,4,3,0.25,65.89,0.00,N/A
172.64.180.246,4,3,0.25,66.58,0.00,N/A
162.159.96.215,4,3,0.25,66.91,0.00,N/A
104.24.164.24,4,3,0.25,67.37,0.00,N/A
104.28.4.229,4,3,0.25,67.94,0.00,N/A
104.25.70.73,4,3,0.25,68.50,0.00,N/A
104.29.103.69,4,3,0.25,68.56,0.00,N/A
162.159.82.160,4,3,0.25,68.60,0.00,N/A
162.159.167.154,4,3,0.25,68.76,0.00,N/A
162.159.196.68,4,3,0.25,68.97,0.00,N/A
162.159.103.33,4,3,0.25,69.02,0.00,N/A
104.29.5.205,4,3,0.25,69.15,0.00,N/A
162.159.135.78,4,3,0.25,69.15,0.00,N/A
162.159.58.111,4,3,0.25,70.43,0.00,N/A
104.31.13.115,4,3,0.25,70.57,0.00,N/A
162.159.116.225,4,3,0.25,70.65,0.00,N/A
172.67.231.187,4,3,0.25,70.66,0.00,N/A
104.19.9.94,4,3,0.25,70.94,0.00,N/A
104.24.9.81,4,3,0.25,70.99,0.00,N/A
172.67.237.216,4,3,0.25,71.08,0.00,N/A
172.67.220.145,4,3,0.25,71.65,0.00,N/A
104.20.224.51,4,3,0.25,72.34,0.00,N/A
104.22.240.125,4,3,0.25,72.93,0.00,N/A
104.29.8.56,4,3,0.25,73.04,0.00,N/A
162.159.88.183,4,3,0.25,73.59,0.00,N/A
104.23.120.190,4,3,0.25,73.81,0.00,N/A
104.20.219.240,4,3,0.25,74.04,0.00,N/A
162.159.85.248,4,3,0.25,74.71,0.00,N/A
104.29.52.194,4,3,0.25,75.12,0.00,N/A
104.28.184.163,4,3,0.25,76.52,0.00,N/A
104.29.120.224,4,3,0.25,76.95,0.00,N/A
104.24.70.78,4,3,0.25,77.13,0.00,N/A
104.19.3.35,4,3,0.25,77.21,0.00,N/A
172.64.178.80,4,3,0.25,77.63,0.00,N/A
104.30.253.7,4,3,0.25,77.82,0.00,N/A
104.16.247.155,4,3,0.25,78.26,0.00,N/A
162.159.83.22,4,3,0.25,78.41,0.00,N/A
104.28.127.46,4,3,0.25,78.47,0.00,N/A
172.65.200.218,4,3,0.25,78.78,0.00,N/A
172.67.232.147,4,3,0.25,78.86,0.00,N/A
104.20.130.135,4,3,0.25,78.91,0.00,N/A
162.159.214.72,4,3,0.25,79.12,0.00,N/A
104.21.93.161,4,3,0.25,79.21,0.00,N/A
162.159.74.3,4,3,0.25,79.21,0.00,N/A
172.65.185.68,4,3,0.25,79.22,0.00,N/A
172.67.194.13,4,3,0.25,79.41,0.00,N/A
172.67.157.34,4,3,0.25,79.42,0.00,N/A
172.67.197.68,4,3,0.25,79.44,0.00,N/A
172.67.247.191,4,3,0.25,79.71,0.00,N/A
172.67.159.204,4,3,0.25,79.98,0.00,N/A
104.21.158.225,4,3,0.25,80.13,0.00,N/A
162.159.216.252,4,3,0.25,80.19,0.00,N/A
104.18.26.67,4,3,0.25,80.35,0.00,N/A
104.28.234.148,4,3,0.25,80.68,0.00,N/A
104.29.51.79,4,3,0.25,80.76,0.00,N/A
104.21.222.76,4,3,0.25,80.94,0.00,N/A
104.17.141.112,4,3,0.25,81.16,0.00,N/A
104.30.109.71,4,3,0.25,81.71,0.00,N/A
172.65.231.209,4,3,0.25,81.95,0.00,N/A
172.66.166.220,4,3,0.25,82.14,0.00,N/A
172.67.35.239,4,3,0.25,82.87,0.00,N/A
104.31.98.11,4,3,0.25,82.89,0.00,N/A
104.24.141.177,4,3,0.25,83.11,0.00,N/A
172.67.49.132,4,3,0.25,83.36,0.00,N/A
172.67.160.28,4,3,0.25,83.43,0.00,N/A
104.31.228.184,4,3,0.25,83.87,0.00,N/A
162.158.241.222,4,3,0.25,83.93,0.00,N/A
162.159.62.108,4,3,0.25,84.00,0.00,N/A
172.66.239.85,4,3,0.25,84.02,0.00,N/A
104.23.116.238,4,3,0.25,84.14,0.00,N/A
104.24.150.42,4,3,0.25,85.31,0.00,N/A
104.31.83.129,4,3,0.25,86.24,0.00,N/A
104.31.163.72,4,3,0.25,86.48,0.00,N/A
104.28.139.245,4,3,0.25,86.71,0.00,N/A
172.67.158.41,4,3,0.25,86.76,0.00,N/A
104.31.243.245,4,3,0.25,86.89,0.00,N/A
104.28.222.2,4,3,0.25,87.06,0.00,N/A
162.159.182.59,4,3,0.25,87.53,0.00,N/A
104.19.7.61,4,3,0.25,87.56,0.00,N/A
104.31.6.245,4,3,0.25,87.93,0.00,N/A
104.31.94.56,4,3,0.25,88.31,0.00,N/A
104.18.23.176,4,3,0.25,88.44,0.00,N/A
104.19.71.117,4,3,0.25,88.75,0.00,N/A
104.16.228.184,4,3,0.25,88.85,0.00,N/A
104.21.28.93,4,3,0.25,88.89,0.00,N/A
104.28.14.159,4,3,0.25,88.95,0.00,N/A
104.24.224.30,4,3,0.25,89.94,0.00,N/A
104.18.28.140,4,3,0.25,89.96,0.00,N/A
104.31.164.4,4,3,0.25,90.08,0.00,N/A
104.31.167.49,4,3,0.25,91.09,0.00,N/A
104.19.20.24,4,3,0.25,91.32,0.00,N/A
104.19.70.234,4,3,0.25,91.36,0.00,N/A
104.18.183.173,4,3,0.25,91.58,0.00,N/A
104.18.92.14,4,3,0.25,92.03,0.00,N/A
172.65.150.132,4,3,0.25,92.08,0.00,N/A
104.19.5.163,4,3,0.25,92.23,0.00,N/A
104.21.120.98,4,3,0.25,92.28,0.00,N/A
104.16.233.224,4,3,0.25,92.45,0.00,N/A
104.27.186.12,4,3,0.25,92.52,0.00,N/A
172.65.136.91,4,3,0.25,92.72,0.00,N/A
104.19.6.40,4,3,0.25,93.08,0.00,N/A
172.65.60.2,4,3,0.25,95.16,0.00,N/A
104.27.158.229,4,2,0.50,185.08,0.00,N/A
104.24.221.38,4,3,0.25,95.88,0.00,N/A
104.26.36.70,4,3,0.25,95.96,0.00,N/A
104.16.142.59,4,3,0.25,96.01,0.00,N/A
104.17.135.204,4,3,0.25,96.50,0.00,N/A
172.67.228.82,4,3,0.25,96.83,0.00,N/A
172.65.230.120,4,3,0.25,96.94,0.00,N/A
172.66.254.194,4,3,0.25,97.14,0.00,N/A
104.28.136.192,4,3,0.25,97.27,0.00,N/A
104.30.107.105,4,3,0.25,97.29,0.00,N/A
172.66.251.121,4,3,0.25,97.80,0.00,N/A
104.24.13.44,4,3,0.25,98.39,0.00,N/A
104.30.119.100,4,3,0.25,98.71,0.00,N/A
104.30.235.101,4,3,0.25,98.94,0.00,N/A
104.24.38.196,4,3,0.25,98.96,0.00,N/A
104.28.113.62,4,3,0.25,100.57,0.00,N/A
104.24.152.24,4,3,0.25,102.35,0.00,N/A
104.18.128.175,4,3,0.25,103.05,0.00,N/A
104.24.6.46,4,3,0.25,103.21,0.00,N/A
104.19.72.34,4,3,0.25,103.24,0.00,N/A
104.30.110.116,4,3,0.25,103.30,0.00,N/A
104.18.205.98,4,3,0.25,103.32,0.00,N/A
104.18.189.187,4,3,0.25,103.33,0.00,N/A
172.66.146.195,4,3,0.25,103.54,0.00,N/A
104.17.66.121,4,3,0.25,103.55,0.00,N/A
104.17.63.177,4,3,0.25,103.72,0.00,N/A
104.24.226.74,4,3,0.25,104.12,0.00,N/A
172.66.55.34,4,3,0.25,104.21,0.00,N/A
104.27.47.107,4,3,0.25,104.50,0.00,N/A
104.26.247.65,4,3,0.25,104.74,0.00,N/A
104.24.151.56,4,3,0.25,105.18,0.00,N/A
104.25.94.57,4,3,0.25,105.45,0.00,N/A
162.158.222.37,4,3,0.25,106.59,0.00,N/A
104.18.195.46,4,3,0.25,106.74,0.00,N/A
162.158.221.118,4,3,0.25,107.82,0.00,N/A
104.18.190.111,4,3,0.25,109.13,0.00,N/A
104.18.114.217,4,3,0.25,109.54,0.00,N/A
104.31.157.47,4,3,0.25,109.71,0.00,N/A
104.28.159.133,4,3,0.25,110.17,0.00,N/A
162.158.212.184,4,3,0.25,112.72,0.00,N/A
104.30.234.243,4,3,0.25,112.80,0.00,N/A
104.26.209.249,4,3,0.25,114.44,0.00,N/A
104.18.35.93,4,3,0.25,114.71,0.00,N/A
104.18.63.67,4,3,0.25,115.90,0.00,N/A
104.18.161.196,4,3,0.25,116.13,0.00,N/A
104.25.93.223,4,3,0.25,116.40,0.00,N/A
